,address,categories,latitude,longitude,name,zipcode,Zip Code,Neighborhood
351,"1211 Madison Ave, New York, NY 10128",{'grocery'},40.781601,-73.9578781,Morton Williams Supermarket,10128,10128,Upper East Side
352,"1343 Lexington Ave, New York, NY 10128",{'grocery'},40.7815285,-73.9538932,Gristedes,10128,10128,Upper East Side
353,"1486 Lexington Ave Frnt, New York, NY 10128","{'markets', 'delis', 'grocery'}",40.7855338283185,-73.9510796065413,Food Universe,10128,10128,Upper East Side
354,"1407 Lexington Ave, New York, NY 10128",{'grocery'},40.78339,-73.9523926,Pioneer Supermarket,10128,10128,Upper East Side
355,"202 E 96 St, New York, NY 10128","{'localservices', 'grocery'}",40.78491,-73.94915,Gristedes,10128,10128,Upper East Side
356,"1616 3rd Ave, New York, NY 10128","{'delis', 'grocery', 'catering'}",40.7818794,-73.9519424,3rd Avenue Garden,10128,10128,Upper East Side
357,"1797 1st Ave, New York, NY 10128","{'delis', 'grocery'}",40.7814612239599,-73.9460945874453,Honeydew Market,10128,10128,Upper East Side
358,"1419 Lexington Ave, Manhattan, NY 10128",{'grocery'},40.7837008684874,-73.9524467289448,S M News & Grocery,10128,10128,Upper East Side
359,"1672 York Ave, New York, NY 10128",{'grocery'},40.7770384,-73.9461451,Hansol Farm,10128,10128,Upper East Side
360,"1307 Madison Ave, New York, NY 10128",{'grocery'},40.78498,-73.955482,Patrick Murphy Market,10128,10128,Upper East Side
361,"1821 2nd Ave Frnt, New York, NY 10128",{'grocery'},40.783277,-73.948133,M & N Superette,10128,10128,Upper East Side
362,"1810 2nd Ave, New York, NY 10128",{'grocery'},40.782585,-73.947891,T & Y Groceries,10128,10128,Upper East Side
363,"17-34 2nd Ave, New York, NY 10128","{'grocery', 'convenience'}",40.7804866939695,-73.9495470013275,Hi-Fi News and Grocery,10128,10128,Upper East Side
364,"1841 1st Ave, New York, NY 10128","{'delis', 'grocery'}",40.78276,-73.94531,Pam Deli Grocery,10128,10128,Upper East Side
365,"1391 Madison Ave, Manhattan, NY 10029","{'grocery', 'convenience'}",40.787586,-73.953537,Lane Farm's Market,10029,10029,East Harlem
366,"1245 Park Ave, New York, NY 10029","{'gourmet', 'grocery'}",40.7865639,-73.9521413,Gourmet Garage,10029,10029,East Harlem
367,"1944 1st Ave, Manhattan, NY 10029","{'delis', 'grocery'}",40.786103,-73.9423764,Dave's Gourmet,10029,10029,East Harlem
368,"141 East 96th St, New York, NY 10029",{'grocery'},40.78609,-73.95107,Fresh From the Farm,10029,10029,East Harlem
369,"1968 2nd Ave, New York, NY 10029",{'grocery'},40.7874603271484,-73.9442672729492,Cherry Valley Marketplace,10029,10029,East Harlem
370,"29 E 104th St, New York, NY 10029",{'grocery'},40.792671,-73.950752,29E Deli Grocery,10029,10029,East Harlem
371,"1635 Lexington Ave, New York, NY 10029",{'grocery'},40.790458,-73.947235,Super Fi Emporium,10029,10029,East Harlem
372,"153 E 103rd St, New York, NY 10029",{'grocery'},40.7903099060059,-73.9470901489258,Smashiess,10029,10029,East Harlem
373,"1660 Madison Ave, New York, NY 10029",{'grocery'},40.796524,-73.9475632,NYC Fresh Market,10029,10029,East Harlem
374,"160 E 110th St, New York, NY 10029",{'grocery'},40.79444,-73.94378,Key Food,10029,10029,East Harlem
375,"160 E 110th St, Manhattan, NY 10029",{'grocery'},40.7943497,-73.9439087,Met Food Markets,10029,10029,East Harlem
376,"1588 Madison Ave, New York, NY 10029",{'grocery'},40.7939670234919,-73.9493118971586,Uptown Supermarket,10029,10029,East Harlem
377,"2175 2nd Ave, New York, NY 10029","{'delis', 'grocery', 'sandwiches'}",40.794283,-73.9399419,La Costenita Grocery,10029,10029,East Harlem
378,"209 E 116th Street, New York, NY 10029",{'grocery'},40.7978,-73.93926,La Lomita Del Barrio Grocery,10029,10029,East Harlem
379,"314 E 106th St, New York, NY 10029","{'grocery', 'fooddeliveryservices'}",40.789967,-73.941643,Monster Savings,10029,10029,East Harlem
380,"148 E 103rd St, New York, NY 10029",{'grocery'},40.79017,-73.94759,S & H Grocery,10029,10029,East Harlem
381,"1665 Madison Ave, New York, NY 10029","{'grocery', 'convenience'}",40.7966021494584,-73.9471918786646,Empire State Deli Grocery,10029,10029,East Harlem
382,"1666 Madison Ave, New York, NY 10029",{'grocery'},40.7966150343418,-73.9473833888769,Pioneer,10029,10029,East Harlem
383,"1718 Madison Ave, Manhattan, NY 10029",{'grocery'},40.7980423,-73.9464417,Fine Fare,10029,10029,East Harlem
384,"1550 Madison Ave, New York, NY 10029","{'delis', 'grocery'}",40.79293,-73.950302,Madison Deli & Grocery,10029,10029,East Harlem
385,"1775 Lexington Ave, New York, NY 10029",{'grocery'},40.794796,-73.944107,Jahens Grocery,10029,10029,East Harlem
386,"2121 2nd Ave, New York, NY 10029","{'delis', 'grocery', 'convenience'}",40.79277,-73.941238,Anabelle Deli & Grocery,10029,10029,East Harlem
387,"238 E 116th St, New York, NY 10029",{'grocery'},40.797061920166,-73.9386520385742,El Pueblo Mejicano,10029,10029,East Harlem
388,"231 E 116th St, New York, NY 10029","{'latin', 'grocery'}",40.79765,-73.93858,Mildred Deli & Grocery,10029,10029,East Harlem
389,"2135 1st Ave 110th St, New York, NY 10029","{'delis', 'grocery', 'sandwiches'}",40.792169,-73.93846,Blue Sky Deli Grocery Corp,10029,10029,East Harlem
390,"1916 3rd Ave, New York, NY 10029","{'delis', 'grocery'}",40.791489,-73.945137,B.M. Deli & Grocery,10029,10029,East Harlem
391,"2006 2nd Ave, New York, NY 10029",{'grocery'},40.788852,-73.943365,Mexican Grocery,10029,10029,East Harlem
392,"2076 1st Ave, New York, NY 10029",{'grocery'},40.7904097,-73.9393023,Farm Country,10029,10029,East Harlem
393,"1891 3rd Ave At 105th St, New York, NY 10029",{'grocery'},40.790554,-73.944946,Fine Fare Supermarket,10029,10029,East Harlem
394,"235E 106th St, New York, NY 10029",{'grocery'},40.7912606745958,-73.9438167214394,City Fresh Market,10029,10029,East Harlem
395,"697 Columbus Ave, New York, NY 10025","{'delis', 'grocery', 'sandwiches'}",40.7913309,-73.9684563,Mani Market Place,10025,10025,Upper West Side
396,"2589 Broadway, New York, NY 10025",{'grocery'},40.7956707631568,-73.9712691307068,Westside Market,10025,10025,Upper West Side
397,"808 Columbus Ave, New York, NY 10025","{'gourmet', 'coffee', 'grocery'}",40.7941465912758,-73.9669066497376,Whole Foods Market,10025,10025,Upper West Side
398,"755 Amsterdam Ave, New York, NY 10025",{'grocery'},40.7944066,-73.9699115,Associated Supermarket,10025,10025,Upper West Side
399,"262 W 96th St, New York, NY 10025",{'grocery'},40.7947452,-73.9724127,Gristedes,10025,10025,Upper West Side
400,"661 Amsterdam Ave, New York, NY 10025",{'grocery'},40.791683,-73.971687,Seasons,10025,10025,Upper West Side
401,"724 Columbus Ave, Manhattan, NY 10025",{'grocery'},40.7924193888903,-73.9679123461246,PS Deli and Grocery,10025,10025,Upper West Side
402,"13 W 100th St, New York, NY 10025",{'grocery'},40.794678,-73.963348,Associated Supermarket,10025,10025,Upper West Side
403,"692 Columbus Avenue, New York, NY 10025",{'grocery'},40.7914792,-73.9687437,Eretz Kosher Specialty Store,10025,10025,Upper West Side
404,"214 W 96th St, Front 1, New York, NY 10025",{'grocery'},40.7943927725812,-73.9712979644537,Millennium Deli Grocery,10025,10025,Upper West Side
405,"720 Amsterdam Ave, New York, NY 10025",{'grocery'},40.793601,-73.971076,95 Deli,10025,10025,Upper West Side
406,"941 Columbus Ave, New York, NY 10025","{'delis', 'meats', 'grocery'}",40.79927,-73.962493,Freshy's Deli & Grocery,10025,10025,Upper West Side
407,"2840 Broadway, New York, NY 10025","{'markets', 'meats', 'grocery'}",40.80426,-73.96613,Westside Market,10025,10025,Upper West Side
408,"2780 Broadway, New York, NY 10025",{'grocery'},40.8021235584297,-73.9676583302424,Garden of Eden,10025,10025,Upper West Side
409,"219 W 100th St, New York, NY 10025",{'grocery'},40.79714,-73.9694899,Las Palomas Mexican Grocery,10025,10025,Upper West Side
410,"81 W 104th St, New York, NY 10025",{'grocery'},40.7978834,-73.9634202,Bravo Supermarket,10025,10025,Upper West Side
411,"194 Manhattan Ave, New York, NY 10025","{'grocery', 'convenience'}",40.80004,-73.9603,194 Manhattan Superette,10025,10025,Upper West Side
412,"990 Amsterdam Ave, New York, NY 10025",{'grocery'},40.80231,-73.96456,109 Spicy Gourmet Deli,10025,10025,Upper West Side
413,"880 Amsterdam Ave, New York, NY 10025","{'delis', 'grocery'}",40.7987162,-73.9671649,A M H Deli & Grocery,10025,10025,Upper West Side
414,"150 Manhattan Ave, New York, NY 10025",{'grocery'},40.799072,-73.96096,Juana Grocery,10025,10025,Upper West Side
415,"300 West 110th St, New York, NY 10025","{'markets', 'delis', 'grocery'}",40.8008257860475,-73.959310074087,Central Markets,10025,10025,Upper West Side
416,"2704 Broadway, New York, NY 10025",{'grocery'},40.7991997676586,-73.9682006835938,Gristedes,10025,10025,Upper West Side
417,"987 Amsterdam Ave, New York, NY 10025","{'butcher', 'grocery', 'convenience'}",40.801898,-73.964241,Los Vecinos Market,10025,10025,Upper West Side
418,"934 Columbus Ave, New York, NY 10025","{'burgers', 'delis', 'grocery'}",40.7992057800293,-73.9632415771484,Duke Ellington Gourmet Deli,10025,10025,Upper West Side
419,"51 W 106th St, New York, NY 10025",{'grocery'},40.79886,-73.9616,The Corner Store Fruits Vegetables,10025,10025,Upper West Side
420,"2828 Broadway, Manhattan, NY 10025",{'grocery'},40.803745,-73.966431,D'agostino Supermarket,10025,10025,Upper West Side
421,"2892 Broadway, New York, NY 10025","{'delis', 'grocery'}",40.8056679,-73.965275,Milano Market,10025,10025,Upper West Side
422,"2941 Broadway, New York, NY 10025",{'grocery'},40.8071667495526,-73.9642739295959,Morton Williams,10025,10025,Upper West Side
423,"37-41 Lenox Ave, New York, NY 10026",{'grocery'},40.7993698,-73.9519043,Fine Fare Supermarket,10026,10026,Harlem
424,"2051 8th Ave, Ste 111, New York, NY 10026",{'grocery'},40.801517,-73.957886,American Meat Market & Grocery,10026,10026,Harlem
425,"352 W 116th St, New York, NY 10026",{'grocery'},40.8049774,-73.9570541,Hitham Supermarket,10026,10026,Harlem
426,"111 W 110th St, Manhattan, NY 10026","{'delis', 'grocery'}",40.7985227555037,-73.952989205718,ANF Gourmet Deli and Grocery,10026,10026,Harlem
427,"238 W 116th St, New York, NY 10026","{'grocery', 'convenience'}",40.80379,-73.95429,C-Town Supermarket,10026,10026,Harlem
428,"251 West 116th St, New York, NY 10026",{'grocery'},40.8043523255068,-73.9545750617981,Adja Khady Food Distributors,10026,10026,Harlem
429,"2187 Frederick Douglass Blvd, New York, NY 10026",{'grocery'},40.8061294,-73.9543032,Best Market,10026,10026,Harlem
430,"136 Lenox Ave, New York, NY 10026",{'grocery'},40.8025386929512,-73.9491576701403,Fine Fare,10026,10026,Harlem
431,"2328 12th Ave, New York, NY 10027","{'healthmarkets', 'grocery'}",40.8196402842641,-73.9594227545179,Fairway Market,10027,10027,Morningside Heights
432,"1225 Amsterdam Ave, New York, NY 10027","{'delis', 'breakfast_brunch', 'grocery'}",40.8095332235098,-73.9590074121952,Apple Tree Supermarket,10027,10027,Morningside Heights
433,"560 W 125th St, New York, NY 10027",{'grocery'},40.81465,-73.95762,C Town Supermarket,10027,10027,Morningside Heights
434,"1316 Amsterdam Ave, New York, NY 10027",{'grocery'},40.81225,-73.95731,Met Foodmarket,10027,10027,Morningside Heights
435,"218 St Nicholas Blvd, New York, NY 10027",{'grocery'},40.8073655,-73.9527185,Adnader Inc. Grocery,10027,10027,Morningside Heights
436,"507 Manhattan Ave, New York, NY 10027","{'delis', 'grocery', 'convenience'}",40.8084297180176,-73.9546966552734,Mo Deli,10027,10027,Morningside Heights
437,"1 Convent Ave, New York, NY 10027","{'delis', 'grocery'}",40.81287,-73.952896,Lara's Deli & Grocery Store,10027,10027,Morningside Heights
438,"380 Lenox Ave, New York, NY 10027",{'grocery'},40.81045,-73.9432,Pioneer,10027,10027,Morningside Heights
439,"55 W 125th St, New York, NY 10027",{'grocery'},40.8075256347656,-73.9441146850586,Remache Store,10027,10027,Morningside Heights
440,"2395 Frederick Douglass B, New York, NY 10027",{'grocery'},40.812458,-73.949859,Bravo Supermarket,10027,10027,Morningside Heights
441,"421 W 125th St, New York, NY 10027","{'breakfast_brunch', 'grocery', 'sandwiches'}",40.8120741,-73.9547296,Key Food,10027,10027,Morningside Heights
442,"1349 Amsterdam Ave, New York, NY 10027",{'grocery'},40.8136087,-73.9558617,Yuca Mexican Products,10027,10027,Morningside Heights
443,"2217 7th Ave, New York, NY 10027","{'delis', 'grocery'}",40.8128175884485,-73.945369720459,C Town Supermarket,10027,10027,Morningside Heights
444,"2296 Frederick Douglass Boulevard, New York, NY 10027",{'grocery'},40.8090913295746,-73.9518921822309,Associated,10027,10027,Morningside Heights
445,"501 W 125th St, New York, NY 10027",{'grocery'},40.8137969970703,-73.9562530517578,501 Grocery,10027,10027,Morningside Heights
446,"25 St Nicholas Ter, New York, NY 10027","{'delis', 'grocery', 'convenience'}",40.8130964442213,-73.9518338441849,St Nicholas Express Deli,10027,10027,Morningside Heights
447,"1453 Amsterdam Ave, New York, NY 10027",{'grocery'},40.8166800909972,-73.9534961432219,Bugambilias Bakery,10027,10027,Morningside Heights
448,"New York, NY 10027","{'tobaccoshops', 'grocery'}",40.8129081726074,-73.9531936645508,Harlem Smoke Shop,10027,10027,Morningside Heights
449,"10 E 125th St, New York, NY 10035",{'grocery'},40.8061697334051,-73.9417534321547,Wild Olive Market,10035,10035,East Harlem
450,"517 E 117th St, New York, NY 10035",{'grocery'},40.7954025268555,-73.931396484375,Aldi,10035,10035,East Harlem
451,"2212 3rd Ave, New York, NY 10035",{'grocery'},40.801048,-73.938163,Associated Supermarket,10035,10035,East Harlem
452,"2210 5th Ave, New York, NY 10035",{'grocery'},40.811975859101,-73.9382677155381,Golden Deli Grocery,10035,10035,East Harlem
453,"2336 1st Avenue, New York, NY 10035",{'grocery'},40.798339,-73.933296,J & D Deli Grocery,10035,10035,East Harlem
454,"2330 1st Avenue, New York, NY 10035",{'grocery'},40.798179,-73.93341,Fine Fare,10035,10035,East Harlem
455,"315 Pleasant Ave, New York, NY 10035",{'grocery'},40.7956999,-73.93291,Carolina Grocery,10035,10035,East Harlem
456,"2301 1st Ave Frnt, New York, NY 10035",{'grocery'},40.7975729462795,-73.93438042455,MGM Deli Grocery,10035,10035,East Harlem
457,"2295 1st Ave, New York, NY 10035",{'grocery'},40.7973572012604,-73.9342551958542,TPR Deli Grocery,10035,10035,East Harlem
458,"2266 1st Ave Frnt, New York, NY 10035",{'grocery'},40.796226,-73.934852,Zaragoza Dely Grocery,10035,10035,East Harlem
459,"3478 Broadway, New York, NY 10031","{'organic_stores', 'grocery'}",40.8243179437712,-73.9516631886363,West Broadway Natural,10031,10031,Harlem
460,"756 St Nicholas Ave, New York, NY 10031",{'grocery'},40.825866,-73.942955,Foodtown,10031,10031,Harlem
461,"3320 Broadway, New York, NY 10031",{'grocery'},40.819583,-73.954963,C Town,10031,10031,Harlem
462,"530 W 136th St, Manhattan, NY 10031","{'delis', 'mexican', 'grocery'}",40.82033,-73.95378,Chinelos II,10031,10031,Harlem
463,"1514 Amsterdam Ave, New York, NY 10031",{'grocery'},40.8187943,-73.9524841,Diamond Touch Deli,10031,10031,Harlem
464,"538 W 138th St, New York, NY 10031",{'grocery'},40.8215139806271,-73.9525982737541,Food Universe,10031,10031,Harlem
465,"3557 Broadway, New York, NY 10031","{'markets', 'grocery'}",40.8269832454735,-73.950351297955,Fruits & Vegetable Pelaez,10031,10031,Harlem
466,"3344 Broadway, New York, NY 10031","{'seafoodmarkets', 'grocery'}",40.8202188,-73.9546562,Manhattan Fish Market,10031,10031,Harlem
467,"3550 Broadway, NewYork, NY 10031",{'grocery'},40.82671,-73.949726,Keyfood,10031,10031,Harlem
468,"538 W 138th St, Manhattan, NY 10031",{'grocery'},40.8215139806271,-73.9525982737541,Compare Foods,10031,10031,Harlem
469,"748 St. Nicholas Ave, New York, NY 10031","{'grocery', 'convenience'}",40.82542,-73.943336,Dubais Food,10031,10031,Harlem
470,"3544 Broadway, New York, NY 10031",{'grocery'},40.8267687341604,-73.9501296608344,Key Food Fresh,10031,10031,Harlem
471,"3484 Broadway, Manhattan, NY 10031",{'grocery'},40.82462,-73.95145,3484 Broadway Mini Market,10031,10031,Harlem
472,"505 W 141st St, New York, NY 10031","{'delis', 'grocery'}",40.824237,-73.9529136,Katerine Deli Grocery,10031,10031,Harlem
473,"1536 Amsterdam Ave, New York, NY 10031",{'grocery'},40.819591,-73.95214,Suail Deli & Grocery,10031,10031,Harlem
474,"3461 Broadway, New York, NY 10031",{'grocery'},40.82423,-73.952537,Super Value Meat Market,10031,10031,Harlem
475,"543 W 138th St, New York, NY 10031",{'grocery'},40.82191,-73.95313,Popular Supermarket,10031,10031,Harlem
476,"3632 Broadway, New York, NY 10031",{'grocery'},40.8292451,-73.9478812,C-Town Supermarket,10031,10031,Harlem
477,"3605 Broadway, Manhattan, NY 10031",{'grocery'},40.828785,-73.949242,Papasito Food Markets,10031,10031,Harlem
478,"3569 Broadway, New York, NY 10031",{'grocery'},40.8273400084952,-73.9500071598462,El Amarillo Deli Grocery,10031,10031,Harlem
479,"600 W 160th St, New York, NY 10032","{'kosher', 'delis', 'grocery'}",40.8359791338444,-73.9437671005726,Foodtown,10032,10032,Washington Heights
480,"3905 Broadway, New York, NY 10032","{'delis', 'grocery'}",40.83817,-73.94221,Columbia Gourmet Deli,10032,10032,Washington Heights
481,"1016 St Nicholas Ave, New York, NY 10032",{'grocery'},40.835072,-73.9394,C-Town Supermarket,10032,10032,Washington Heights
482,"553 W 157th St, New York, NY 10032",{'grocery'},40.8335876,-73.9433975,553 La Mina Super Market,10032,10032,Washington Heights
483,"3871 Broadway, New York, NY 10032",{'grocery'},40.8369695395231,-73.9429228752851,Associated Supermarket,10032,10032,Washington Heights
484,"4037 Broadway, New York, NY 10032",{'grocery'},40.84231,-73.93946,Gristedes,10032,10032,Washington Heights
485,"3900 Broadway, Corner of 163rd St, New York, NY 10032",{'grocery'},40.83783,-73.941605,Liberato Food Inc,10032,10032,Washington Heights
486,"3878 Broadway, New York, NY 10032",{'grocery'},40.83699837327,-73.9425352960825,3868 Ts Grocery,10032,10032,Washington Heights
487,"1016 Saint Nicholas Ave, New York, NY 10032",{'grocery'},40.8350716,-73.9394073,C Town Supermarket,10032,10032,Washington Heights
488,"448 Malcolm X Blvd, New York, NY 10037",{'grocery'},40.812361612916,-73.9419874548912,Associated Supermarket,10037,10037,Harlem
489,"592 Lenox Ave, New York, NY 10037",{'grocery'},40.817028736784,-73.9384629376477,Key Food,10037,10037,Harlem
490,"2289 5th Avenue, New York, NY 10037",{'grocery'},40.81491,-73.93578,5 Avenue Gourmet Deli,10037,10037,Harlem
491,"24 W 135th St, New York, NY 10037",{'grocery'},40.8130989074707,-73.9391937255859,Fine Fare Supermarket,10037,10037,Harlem
492,"2159 5th Ave, New York, NY 10037",{'grocery'},40.810596,-73.938789,Lincoln Deli Grocery,10037,10037,Harlem
493,"300 West 145th Street, New York, NY 10039",{'grocery'},40.8227855215011,-73.9423666521907,Super Foodtown of Bradhurst,10039,10039,Harlem
494,"335-399 W 155th St, New York, NY 10039",{'grocery'},40.8292993273944,-73.9372821175598,Fine Fare Supermarkets,10039,10039,Harlem
495,"2927 Frederick Douglass B, New York, NY 10039",{'grocery'},40.8299845,-73.9368272,2927 8 Av Corporation,10039,10039,Harlem
496,"300 W 135Th St, New York, NY 10030","{'cosmetics', 'convenience', 'grocery', 'drugstores'}",40.81656,-73.94716,Duane Reade,10030,10030,Harlem
497,"2497 7th Ave, New York, NY 10030",{'grocery'},40.8214100450277,-73.9390859752893,Fine Fare,10030,10030,Harlem
498,"2497 Adam Clayton Powell Jr Blvd, New York, NY 10030",{'grocery'},40.8231202950011,-73.9377250865054,Pioneer Supermarket,10030,10030,Harlem
499,"2444 Adm Clytn Pwll Jr, New York, NY 10030","{'markets', 'grocery'}",40.8182793,-73.9427414,Fine Fare Supermarket,10030,10030,Harlem
500,"4161 Broadway, New York, NY 10033","{'meats', 'seafoodmarkets', 'grocery'}",40.847175,-73.938529,La Rosa Foods,10033,10033,Washington Heights
501,"804 W 181st St, New York, NY 10033",{'grocery'},40.8510045733877,-73.9385998249054,Jin's Superette,10033,10033,Washington Heights
502,"4311 Broadway, New York, NY 10033",{'grocery'},40.852046,-73.935173,Q Mart,10033,10033,Washington Heights
503,"4138 Broadway, New York, NY 10033",{'grocery'},40.8460561931133,-73.9384221285582,Bravo Supermarket,10033,10033,Washington Heights
504,"801 W 181st St, New York, NY 10033",{'grocery'},40.85112,-73.93854,Moscow On The Hudson,10033,10033,Washington Heights
505,"1314 St. Nicholas Ave, New York, NY 10033",{'grocery'},40.845825,-73.935882,C-Town Supermarket,10033,10033,Washington Heights
506,"758 W 181st St, New York, NY 10033",{'grocery'},40.8507239073515,-73.9377897977829,Smile Deli,10033,10033,Washington Heights
507,"4119 Broadway, New York, NY 10033","{'breakfast_brunch', 'grocery'}",40.8456028,-73.9387885,Ideal Mini Mart,10033,10033,Washington Heights
508,"717 W 181st Street, New York, NY 10033",{'grocery'},40.8505249,-73.9364062,Tejada Grocery,10033,10033,Washington Heights
509,"4261 Broadway, New York, NY 10033",{'grocery'},40.850601,-73.935974,Bravo Supermarket,10033,10033,Washington Heights
510,"592 Fort Washington Ave, New York, NY 10033",{'grocery'},40.85489,-73.93664,Associated Supermarket,10033,10033,Washington Heights
511,"4365 Broadway, New York, NY 10033",{'grocery'},40.853984,-73.934181,Key Food,10033,10033,Washington Heights
512,"1406 St Nicholas Ave, New York, NY 10033","{'markets', 'grocery'}",40.8488624542952,-73.9339998364449,La Placita De Washington Heights,10033,10033,Washington Heights
513,"589 Fort Washington Ave, New York, NY 10033",{'grocery'},40.8548118,-73.9371565,Fort Tryon Deli,10033,10033,Washington Heights
514,"1331 Saint Nicholas Ave, New York, NY 10033",{'grocery'},40.846675,-73.936088,Bravo Supermarket,10033,10033,Washington Heights
515,"807 W 187th St, New York, NY 10040",{'grocery'},40.8553336078126,-73.9372410623623,Franks Gourmet Market,10040,10040,Washington Heights
516,"1617 St Nicholas Ave, New York, NY 10040",{'grocery'},40.8554157614708,-73.9293421804905,Fine Fare Supermarket,10040,10040,Washington Heights
517,"1613 Saint Nicholas Ave, New York, NY 10040",{'grocery'},40.855434,-73.929649,M A Grocery,10040,10040,Washington Heights
518,"4520 Broadway, New York, NY 10040",{'grocery'},40.858383,-73.931367,Hillside Deli Grocery Halal Food,10040,10040,Washington Heights
519,"7 Hillside Ave, New York, NY 10040",{'grocery'},40.8589211,-73.9309616,Hillside Supermarket,10040,10040,Washington Heights
520,"206 Dyckman St., New York, NY 10040","{'mexican', 'importedfood', 'grocery'}",40.8649972,-73.9271007,Acapulco Deli & Grocery,10040,10040,Washington Heights
521,"72 Nagle Ave, New York, NY 10040",{'grocery'},40.8603414,-73.9285254,Food Universe,10040,10040,Washington Heights
522,"95 Cooper St, New York, NY 10034",{'grocery'},40.868694,-73.921253,Inwood Gourmet,10034,10034,Inwood
523,"4918 Broadway, New York, NY 10034","{'coffee', 'grocery'}",40.867370799459,-73.921704344788,C-Town Supermarket,10034,10034,Inwood
524,"4776 Broadway, New York, NY 10034",{'grocery'},40.8657265,-73.9262695,Fine Fare Supermarket,10034,10034,Inwood
525,"571 W 207th St, New York, NY 10034",{'grocery'},40.8665695,-73.9202957,Acapulco Grocery,10034,10034,Inwood
526,"670 Academy Street, New York, NY 10034",{'grocery'},40.8666,-73.92536,My Deli Grocery,10034,10034,Inwood
527,"96 Sherman Avenue, New York, NY 10034",{'grocery'},40.8640895,-73.9255557,Dan's Supermarket #2,10034,10034,Inwood
528,"242 Sherman Ave, New York, NY 10034",{'grocery'},40.8661613,-73.9193954,New Generation Grocery Store,10034,10034,Inwood
529,"572 W 207th St, New York, NY 10034",{'grocery'},40.8665,-73.92066,La Antillana,10034,10034,Inwood
530,"635 W 207th St, New York, NY 10034",{'grocery'},40.8683586,-73.9214554,Inwood Food Center,10034,10034,Inwood
